experiment,config_id,config_json,seed,hit,hit_type,pos_error,vel_error,min_dist,ball_near_ms,tube_ready_ms,max_tcp,max_qdot,max_face,hit_time_error_ms,hit_pos_error,v_racket_at_hit,wall_time,error
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",144,False,miss,0.351582,1.887398,0.1568,15.0,0.0,1.26,0.99,1.6,0.0,0.351582,0.0,1.44,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",143,True,active,0.14775,1.890165,0.124062,30.0,105.0,1.56,1.0,1.5,5.0,0.14775,1.101,1.51,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",139,True,active,0.107594,1.874694,0.099094,30.0,105.0,1.75,1.0,1.8,10.0,0.107594,1.587,2.17,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",146,True,active,0.125859,1.885562,0.103561,30.0,95.0,1.8,0.99,1.7,10.0,0.125859,1.729,1.73,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",147,True,active,0.139623,1.860727,0.125434,25.0,85.0,1.34,1.0,1.2,5.0,0.139623,0.499,1.58,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",138,False,miss,0.312876,1.884612,0.182166,10.0,0.0,1.04,1.0,1.5,0.0,0.312876,0.0,2.51,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",137,True,active,0.110748,1.835106,0.100353,30.0,105.0,1.64,1.0,1.6,15.0,0.110748,1.455,2.94,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",150,True,active,0.111729,1.888129,0.106029,30.0,105.0,1.54,0.99,1.7,10.0,0.111729,1.337,1.43,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",151,False,miss,0.340435,1.885527,0.141657,15.0,70.0,1.41,1.0,1.4,0.0,0.340435,0.0,1.44,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",152,True,active,0.118077,1.890063,0.111815,30.0,105.0,1.79,0.99,1.9,15.0,0.118077,1.757,1.47,
